record_id,reporting_date,programme_name,sector,state,lga,community,predicted_risk,high_risk_model_score,primary_driver,secondary_driver,tertiary_driver,strongest_protective_signal,recommended_investigation,decision_use
ES-003357,2026-05-01,Education Access Project,Education,Borno,Jere,Jere Site 3,Low,2.7609536842902314e-10,Access constraints,Low staff availability,Low achievement,Timely reporting,"Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity. | Review progress against targets and identify implementation bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-006909,2026-05-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 6,Low,8.74949997453126e-13,Reporting delay,Previous-month achievement pattern,Budget utilisation pattern,Strong achievement,Validate reporting timeliness and follow up on delayed field submissions. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.,Recommended for human review; the model does not make operational decisions.
ES-005373,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 6,Low,4.86336872974259e-13,Elevated complaints,Lower data quality,Previous-month achievement pattern,Strong achievement,"Review feedback and complaint records for recurring operational issues. | Validate source data, completeness and reporting quality. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-004829,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 1,Low,6.402530215535004e-28,Access constraints,Lower data quality,Previous-month achievement pattern,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Validate source data, completeness and reporting quality. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-000637,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 2,Low,2.620731246509868e-29,Access constraints,Low staff availability,Previous-month achievement pattern,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-000253,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Jere,Jere Site 2,Medium,0.000254228072863,Supply delay,Reporting delay,Access constraints,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-002237,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 4,Medium,0.0002854332659598,Low activity completion,Low achievement,Supply delay,Lower complaints,"Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-001885,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 5,Low,9.947607816209268e-19,Supply delay,Access constraints,Elevated complaints,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review feedback and complaint records for recurring operational issues.",Recommended for human review; the model does not make operational decisions.
ES-007325,2026-05-01,WASH Resilience Initiative,WASH,Borno,Dikwa,Dikwa Site 1,Low,8.4799192179936e-14,Reporting delay,Previous-month achievement pattern,Budget utilisation pattern,Strong activity completion,Validate reporting timeliness and follow up on delayed field submissions. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.,Recommended for human review; the model does not make operational decisions.
ES-000829,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 2,Low,2.4234343364385026e-13,Elevated complaints,Access constraints,Lower data quality,Strong achievement,"Review feedback and complaint records for recurring operational issues. | Review access, movement and operational constraints affecting delivery. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-003325,2026-05-01,Education Access Project,Education,Borno,Jere,Jere Site 2,Low,5.6926915444842186e-24,Elevated complaints,Previous-month achievement pattern,Lower data quality,Strong achievement,"Review feedback and complaint records for recurring operational issues. | Review recent performance trends for persistent underachievement. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-004701,2026-05-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 3,Low,2.401494461391493e-10,Low activity completion,Reporting delay,Elevated complaints,Strong achievement,Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions. | Review feedback and complaint records for recurring operational issues.,Recommended for human review; the model does not make operational decisions.
ES-001917,2026-05-01,Livelihood Recovery Initiative,Livelihoods,Borno,Jere,Jere Site 6,Low,9.828955805145968e-24,Low activity completion,Lower data quality,Previous-month achievement pattern,Strong achievement,"Review delayed or incomplete activities and implementation constraints. | Validate source data, completeness and reporting quality. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-007293,2026-05-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 6,Medium,0.0073914365325887,Low achievement,Elevated complaints,Access constraints,Strong activity completion,"Review progress against targets and identify implementation bottlenecks. | Review feedback and complaint records for recurring operational issues. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-006845,2026-05-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 4,High,0.8395705488904097,Supply delay,Low activity completion,Low achievement,Lower complaints,"Review procurement, logistics and supply-chain bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks.",Recommended for human review; the model does not make operational decisions.
